Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Mark Pukita,Male,White,,,No,No,Ohio,Senator,,Lost,,Mark Pukita,REP,"PUKITA, MARK MR.",S,REP,OH,0.0,C,O,2019-10-07,504102.52,923313.12,-418222.31,461143.11,Senate
Jane Timken,Female,White,,,No,No,Ohio,Senator,,Lost,,Jane Timken,REP,"TIMKEN, JANE",S,REP,OH,0.0,C,O,2021-02-25,8707815.54,8699477.72,8246.82,4060000.0,Senate
Steve Chabot,Male,White,,,Yes,No,Ohio,Representative,1,Won,,Steve Chabot,REP,"CHABOT, STEVE",H,REP,OH,1.0,C,I,1988-02-16,2234658.79,2246582.26,38988.46,0.0,House
Brad Wenstrup,Male,White,,,Yes,No,Ohio,Representative,2,Won,,Brad Wenstrup,REP,"WENSTRUP, BRAD DR.",H,REP,OH,2.0,C,I,2011-06-21,2088194.25,1670776.09,878664.52,0.0,House
David J. Windisch,Male,Unknown,,,No,Yes,Ohio,Representative,2,Lost,,David Windisch,REP,"WINDISCH, DAVID J",H,REP,OH,2.0,N,C,,0.0,0.0,0.0,0.0,House
Lee R. Stahley,Male,White,,,No,No,Ohio,Representative,3,Won,,Lee Stahley,REP,"STAHLEY, LEE R.",H,REP,OH,3.0,N,C,,0.0,0.0,0.0,0.0,House
John Anderson,Male,White,,,No,Yes,Ohio,Representative,6,Lost,,John Anderson,REP,"ANDERSON, JOHN DAVID",H,REP,OH,6.0,N,C,2010-04-27,0.0,0.0,0.0,0.0,House
Bill Johnson,Male,White,,,Yes,No,Ohio,Representative,6,Won,,Bill Johnson,REP,"JOHNSON, BILL",H,REP,OH,6.0,C,I,2010-02-18,1706984.83,1580549.63,985265.36,0.0,House
Michael S. Morgenstern,Male,White,,,No,Yes,Ohio,Representative,6,Lost,,Michael Morgenstern,REP,"MORGENSTERN, MICHAEL S.",H,REP,OH,6.0,C,C,2021-11-24,6497.91,6538.12,9.79,0.0,House
Gregory M. Zelenitz,Male,White,,,No,Yes,Ohio,Representative,6,Lost,,Gregory Zelenitz,REP,"ZELENITZ, GREGORY M.",H,REP,OH,6.0,N,C,,0.0,0.0,0.0,0.0,House
Anthony Leon Alexander,Male,Black,,,No,No,Ohio,Representative,7,Lost,,Anthony Alexander,REP,"ALEXANDER, ANTHONY LEON",H,REP,OH,7.0,N,O,,0.0,0.0,0.0,0.0,House
Charlie Gaddis,Male,White,,,No,No,Ohio,Representative,7,Lost,,Charlie Gaddis,REP,"GADDIS, CHARLIE",H,REP,OH,13.0,C,O,2022-01-01,28759.3,25069.91,-5230.69,5000.0,House
Max Miller,Male,White,,,No,No,Ohio,Representative,7,Won,,Max Miller,REP,"MILLER, MAX",H,REP,OH,7.0,C,O,2021-02-26,3045488.99,2972790.21,72698.78,1050000.0,House
Jonah Schulz,Male,White,,,No,No,Ohio,Representative,7,Lost,,Jonah Schulz,REP,"SCHULZ, JONAH",H,REP,OH,13.0,C,O,2021-04-19,74822.9,76500.9,0.0,0.0,House
Warren Davidson,Male,White,,,Yes,No,Ohio,Representative,8,Won,,Warren Davidson,REP,"DAVIDSON, WARREN",H,REP,OH,8.0,C,I,2015-12-30,976169.59,1043417.28,337467.46,0.0,House
Phil Heimlich,Male,White,,,No,Yes,Ohio,Representative,8,Lost,,Phil Heimlich,REP,"HEIMLICH, PHIL",H,REP,OH,8.0,C,C,2022-03-04,42493.0,42493.0,0.0,0.0,House
Beth Deck,Female,White,,,No,No,Ohio,Representative,9,Lost,,Beth Deck,REP,"DECK, BETH A. MRS.",H,REP,OH,19.0,N,C,2022-04-26,0.0,0.0,0.0,0.0,House
Theresa Gavarone,Female,White,,,No,No,Ohio,Representative,9,Lost,,Theresa Gavarone,REP,"GAVARONE, THERESA",H,REP,OH,9.0,C,C,2021-11-29,293282.25,289320.04,3962.21,50000.0,House
Craig S. Riedel,Male,White,,,No,No,Ohio,Representative,9,Lost,,Craig Riedel,REP,"RIEDEL, CRAIG",H,REP,OH,9.0,C,C,2022-01-10,617690.52,617690.52,0.0,192396.95,House
Eric J. Brewer,Male,Black,,,No,No,Ohio,Representative,11,Won,,Eric Brewer,REP,"BREWER, ERIC J.",H,REP,OH,11.0,N,C,,0.0,0.0,0.0,0.0,House
James Hemphill,Male,Black,,,No,No,Ohio,Representative,11,Lost,,James Hemphill,REP,"HEMPHILL, JAMES TERRELLE",H,REP,OH,11.0,N,C,2021-06-11,0.0,0.0,0.0,0.0,House
Brandon Michael Lape,Male,White,,,No,Yes,Ohio,Representative,12,Lost,,Brandon Lape,REP,"LAPE, BRANDON",H,REP,OH,12.0,N,C,2020-01-07,0.0,489.2,146.07,0.0,House
Madison Gesiotto Gilbert,Female,White,,,No,No,Ohio,Representative,13,Won,,Madison Gilbert,REP,"GILBERT, MADISON GESIOTTO",H,REP,OH,13.0,C,C,2021-11-23,2197170.59,2193907.16,3263.43,250000.0,House
Shay Hawkins,Male,Black,,,No,No,Ohio,Representative,13,Lost,,Shay Hawkins,REP,"HAWKINS, SHAY",H,REP,OH,13.0,C,O,2021-12-08,164177.44,164177.44,0.0,0.0,House
Santana F. King,Male,White,Latino,,No,No,Ohio,Representative,13,Lost,,Santana King,REP,"KING, SANTANA FRANCISCO",H,REP,OH,13.0,N,O,2022-03-09,0.0,0.0,0.0,0.0,House
Dante N. Sabatucci,Male,White,,,No,No,Ohio,Representative,13,Lost,,Dante Sabatucci,REP,"SABATUCCI, DANTE",H,REP,OH,7.0,C,O,2021-12-21,15551.43,15787.87,53.71,0.0,House
Ryan Saylor,Male,White,,,No,No,Ohio,Representative,13,Lost,,Ryan Saylor,REP,"SAYLOR, RYAN",H,REP,OH,13.0,C,C,2022-02-11,17289.27,17289.27,0.0,0.0,House
David P. Joyce,Male,White,,,Yes,No,Ohio,Representative,14,Won,,David Joyce,REP,"JOYCE, DAVID P",H,REP,OH,14.0,C,I,2012-08-20,2606247.74,1442817.28,1829922.17,0.0,House
Bevin Cormack,Male,White,,,No,Yes,Ohio,Representative,14,Lost,,Bevin Cormack,REP,"CORMACK, BEVIN",H,REP,OH,14.0,N,C,,0.0,0.0,0.0,0.0,House
Patrick Gene Awtrey,Male,White,,,No,Yes,Ohio,Representative,14,Lost,,Patrick Awtrey,REP,"AWTREY, PATRICK EUGENE MR.",H,REP,OH,14.0,C,C,2021-10-12,6938.0,6814.58,123.42,0.0,House
Mike Carey,Male,White,,,Yes,No,Ohio,Representative,15,Won,,Mike Carey,REP,"CAREY, MIKE",H,REP,OH,15.0,C,I,2021-05-14,2363798.92,2285182.77,78616.15,0.0,House
Manga Anantatmula,Female,Asian (Indian),,,No,No,Virginia,Representative,11,Lost,,Manga Anantatmula,REP,"ANANTATMULA, MANGA",H,REP,VA,11.0,C,C,2020-02-27,79012.82,92839.06,0.0,0.0,House
Barbara Banks,Female,White,,,No,No,Virginia,Representative,11,Lost,,Barbara Banks,REP,"BANKS, BARBARA",H,REP,VA,11.0,N,C,,0.0,0.0,0.0,0.0,House
Matthew Chappell,Male,White,,,No,No,Virginia,Representative,11,Lost,,Matthew Chappell,REP,"CHAPPELL, MATTHEW LOUIS",H,REP,VA,11.0,C,C,2021-11-03,48790.0,48790.0,0.0,21531.46,House
Scott Fuller,Male,White,,,No,Yes,West Virginia,Representative,1,Lost,,Scott Fuller,REP,"FULLER, SCOTT ALLEN MR",H,REP,WV,1.0,C,C,2021-12-15,29151.0,21788.86,13524.98,0.0,House
James Edwin Houser,Male,White,,,No,Yes,West Virginia,Representative,1,Lost,,James Houser,REP,"HOUSER, JAMES EDWIN",H,REP,WV,1.0,N,C,,0.0,0.0,0.0,0.0,House
Zane Lawhorn,Male,White,,,No,Yes,West Virginia,Representative,1,Lost,,Zane Lawhorn,REP,"LAWHORN, ZANE RENE",H,REP,WV,1.0,C,C,2016-06-27,21439.5,20952.28,487.22,16444.0,House
Carol Miller,Female,White,,,Yes,No,West Virginia,Representative,1,Won,,Carol Miller,REP,"MILLER, CAROL DEVINE",H,REP,WV,1.0,C,I,2017-07-31,1236366.77,1189938.87,213434.88,442992.72,House
Kent Stevens,Male,White,,,No,Yes,West Virginia,Representative,1,Lost,,Kent Stevens,REP,"STEVENS, KENT",H,REP,WV,1.0,N,C,,0.0,0.0,0.0,0.0,House
Susan Buchser-Lochocki,Female,White,,,No,Yes,West Virginia,Representative,2,Lost,,Susan Buchser-Lochocki,REP,"BUCHSER-LOCHOCKI, SUSAN",H,REP,WV,2.0,C,C,2022-01-14,26702.52,26561.14,141.38,0.0,House
Rhonda A. Hercules,Female,White,,,No,Yes,West Virginia,Representative,2,Lost,,Rhonda Hercules,REP,"HERCULES, RHONDA A",H,REP,WV,2.0,N,C,,0.0,0.0,0.0,0.0,House
David B. McKinley,Male,White,,,Yes,Yes,West Virginia,Representative,2,Lost,,David Mckinley,REP,"MCKINLEY, DAVID B. MR.",H,REP,WV,2.0,C,I,2010-01-11,2426428.62,2801325.94,18313.56,935000.0,House
Alexander X. Mooney,Male,White,Latino (Cuban),,Yes,Yes,West Virginia,Representative,2,Won,,Alexander Mooney,REP,"MOONEY, ALEXANDER XAVIER",H,REP,WV,2.0,C,I,2013-06-05,4477286.55,6788322.17,7082.7,0.0,House
Curtis D. Huffman,Male,White,,,No,Yes,Nebraska,Representative,1,Lost,,Curtis Huffman,REP,"HUFFMAN, CURTIS D",H,REP,NE,1.0,N,C,,0.0,0.0,0.0,0.0,House
Thireena Yuki Connely,Female,Asian (Japanese),White,,No,Yes,Nebraska,Representative,1,Lost,,Thireena Connely,REP,"CONNELY, THIREENA YUKI",H,REP,NE,1.0,N,C,,0.0,0.0,0.0,0.0,House
John Glen Weaver,Male,White,,,No,Yes,Nebraska,Representative,1,Lost,,John Weaver,REP,"WEAVER, JOHN GLEN LTCOL RET.",H,REP,NE,1.0,N,C,2022-02-09,0.0,0.0,0.0,0.0,House
Mike Flood,Male,White,,,No,Yes,Nebraska,Representative,1,Won,,Mike Flood,REP,"FLOOD, MIKE",H,REP,NE,1.0,C,I,2022-01-17,2195050.83,2188179.07,6871.76,280511.13,House
Adrian Smith,Male,White,,,Yes,No,Nebraska,Representative,3,Won,,Adrian Smith,REP,"SMITH, ADRIAN",H,REP,NE,3.0,C,I,2005-07-06,1709691.29,1940797.87,914536.05,0.0,House
Mike Calhoun,Male,Unknown,,,No,Yes,Nebraska,Representative,3,Lost,,Mike Calhoun,REP,"CALHOUN, MIKE",H,REP,NE,3.0,N,C,,0.0,0.0,0.0,0.0,House
Rand Paul,Male,White,,,Yes,No,Kentucky,Senator,,Won,,Rand Paul,REP,"PAUL, RAND",S,REP,KY,0.0,C,I,2009-05-19,25042402.65,21359994.87,5365435.17,0.0,Senate
Tami L. Stainfield,Female,White,,,No,Yes,Kentucky,Senator,,Lost,,Tami Stainfield,REP,"STAINFIELD, TAMI L.",S,REP,KY,0.0,C,C,2021-09-30,27129.57,42941.35,-15811.78,0.0,Senate
James R. Comer,Male,White,,,Yes,No,Kentucky,Representative,1,Won,,James Comer,REP,"COMER, JAMES",H,REP,KY,1.0,C,I,2015-10-01,1649489.62,974130.55,1077822.12,0.0,House
Brent Feher,Male,White,,,No,Yes,Kentucky,Representative,2,Lost,,Brent Feher,REP,"FEHER, BRENT",H,REP,KY,2.0,N,C,2022-02-01,0.0,0.0,0.0,0.0,House
S. Brett Guthrie,Male,White,,,Yes,No,Kentucky,Representative,2,Won,,S. Guthrie,REP,"GUTHRIE, S. BRETT HON.",H,REP,KY,2.0,C,I,2008-01-30,2259392.72,2251947.27,1864119.81,0.0,House
Daniel Cobble,Male,Black,,,No,No,Kentucky,Representative,3,Lost,,Daniel Cobble,REP,"COBBLE, DANIEL",H,REP,KY,3.0,N,O,2022-02-28,0.0,0.0,0.0,0.0,House
Mike Craven,Male,White,,,No,No,Kentucky,Representative,3,Lost,,Mike Craven,REP,"CRAVEN , MIKE",H,REP,KY,3.0,C,O,2020-05-10,110758.91,110758.91,0.0,0.0,House
Justin Gregory,Male,White,,,No,No,Kentucky,Representative,3,Lost,,Justin Gregory,REP,"GREGORY, JUSTIN",H,REP,KY,3.0,N,O,,0.0,0.0,0.0,0.0,House
Rhonda Palazzo,Female,White,,,No,No,Kentucky,Representative,3,Lost,,Rhonda Palazzo,REP,"PALAZZO, RHONDA RAYE",H,REP,KY,3.0,C,O,2020-02-04,9565.0,10040.85,0.0,225.0,House
Gregory P. Puccetti,Male,White,,,No,No,Kentucky,Representative,3,Lost,,Gregory Puccetti,REP,"PUCCETTI, GREGORY PETER",H,REP,KY,3.0,C,O,2022-02-09,25575.1,18318.73,7256.37,20419.63,House
Gregory P. Puccetti,Male,White,,,No,No,Kentucky,Representative,3,Lost,,Gregory Puccetti,REP,"PUCCETTI, GREGORY PETER",H,REP,KY,3.0,N,O,2014-10-14,0.0,0.0,0.0,0.0,House
Stuart N. Ray,Male,White,,,No,No,Kentucky,Representative,3,Won,,Stuart Ray,REP,"RAY, STUART N.",H,REP,KY,3.0,C,O,2021-11-19,622973.39,621240.64,1732.75,104200.0,House
Thomas Massie,Male,White,,,Yes,No,Kentucky,Representative,4,Won,,Thomas Massie,REP,"MASSIE, THOMAS H.",H,REP,KY,4.0,C,I,2012-01-18,1105338.75,976631.31,248091.61,1300.0,House
Alyssa Dara McDowell,Female,White,,,No,Yes,Kentucky,Representative,4,Lost,,Alyssa Mcdowell,REP,"MCDOWELL, ALYSSA DARA",H,REP,KY,4.0,N,C,2022-01-06,0.0,0.0,0.0,0.0,House
George Washington,Male,White,,,No,Yes,Kentucky,Representative,4,Lost,,George Washington,REP,"WASHINGTON, GEORGE",H,REP,KY,4.0,N,C,,0.0,0.0,0.0,0.0,House
Claire Wirth,Female,White,,,No,Yes,Kentucky,Representative,4,Lost,,Claire Wirth,REP,"WIRTH, CLAIRE",H,REP,KY,4.0,C,C,2021-02-24,461113.41,461113.41,0.0,0.0,House
Brandon Russell Monhollen,Male,White,,,No,Yes,Kentucky,Representative,5,Lost,,Brandon Monhollen,REP,"MONHOLLEN, BRANDON",H,REP,KY,5.0,N,C,2022-01-07,0.0,0.0,0.0,0.0,House
"Harold ""Hal"" Rogers",Male,White,,,Yes,No,Kentucky,Representative,5,Won,,Harold Rogers,REP,"ROGERS, HAROLD DALLAS",H,REP,KY,5.0,C,I,1979-12-03,820504.67,944442.54,712965.28,0.0,House
Gerardo Serrano,Male,Latino,,,No,Yes,Kentucky,Representative,5,Lost,,Gerardo Serrano,REP,"SERRANO, GERARDO",H,REP,KY,5.0,C,C,2022-04-04,57850.94,57850.94,0.0,0.0,House
Derek Petteys,Male,White,,,No,Yes,Kentucky,Representative,6,Lost,,Derek Petteys,REP,"PETTEYS, DEREK",H,REP,KY,6.0,N,C,2021-12-21,0.0,0.0,0.0,0.0,House
Darin Harbick,Male,White,,,No,No,Oregon,Senator,,Lost,,Darin Harbick,REP,"HARBICK, DARIN",S,REP,OR,0.0,C,C,2021-09-01,343724.94,339702.58,4252.36,143199.47,Senate
Jo Rae Perkins,Female,White,,,No,No,Oregon,Senator,,Won,,Jo Perkins,REP,"PERKINS, JO RAE",S,REP,OR,0.0,C,C,2013-07-31,125792.28,148513.1,3137.79,5640.41,Senate
Christopher A. Mann,Male,White,,,No,No,Oregon,Representative,1,Won,,Christopher Mann,REP,"MANN, CHRISTOPHER ALLAN",H,REP,OR,1.0,N,C,2022-02-07,0.0,0.0,0.0,0.0,House
"Armidia ""Army"" Murray",Male,Latino (Cuban),,,No,No,Oregon,Representative,1,Lost,,Armidia Murray,REP,"MURRAY, ARMIDIA (ARMY)",H,REP,OR,1.0,N,C,2022-03-08,0.0,0.0,0.0,0.0,House
Cliff S. Bentz,Male,White,,,Yes,No,Oregon,Representative,2,Won,,Cliff Bentz,REP,"BENTZ, CLIFF",H,REP,OR,2.0,C,I,2019-11-01,1184427.97,601566.9,671914.76,48100.0,House
Mark Cavener,Male,White,,,No,Yes,Oregon,Representative,2,Lost,,Mark Cavener,REP,"CAVENER, MARK",H,REP,OR,2.0,N,C,2022-03-12,0.0,0.0,0.0,0.0,House
Katherine M. Gallant,Female,White,,,No,Yes,Oregon,Representative,2,Lost,,Katherine Gallant,REP,"GALLANT, KATHERINE M",H,REP,OR,2.0,N,C,,0.0,0.0,0.0,0.0,House
Joanna Harbour,Female,White,,,No,No,Oregon,Representative,3,Won,,Joanna Harbour,REP,"HARBOUR, JOANNA",H,REP,OR,3.0,C,C,2020-03-30,14925.0,8346.47,9777.17,943.33,House
Alek Skarlatos,Male,White,,,No,No,Oregon,Representative,4,Won,,Alek Skarlatos,REP,"SKARLATOS, ALEK",H,REP,OR,4.0,C,O,2019-08-15,4538041.24,4584182.87,61667.31,0.0,House
Lori Chavez-DeRemer,Female,Latino,,,No,No,Oregon,Representative,5,Won,,Lori Chavez-Deremer,REP,"CHAVEZ-DEREMER, LORI",H,REP,OR,5.0,C,C,2021-07-13,2568275.52,2558814.1,9461.42,395000.0,House
Jimmy Crumpacker,Male,White,,,No,No,Oregon,Representative,5,Lost,,Jimmy Crumpacker,REP,"CRUMPACKER, JIMMY",H,REP,OR,5.0,C,C,2019-12-20,482798.0,471824.13,10973.87,235100.36,House
Madison Oatman,Female,White,,,No,No,Oregon,Representative,5,Lost,,Madison Oatman,REP,"OATMAN, MADISON",H,REP,OR,5.0,N,C,2022-02-15,0.0,0.0,0.0,0.0,House
Laurel L. Roses,Female,White,,,No,No,Oregon,Representative,5,Lost,,Laurel Roses,REP,"ROSES, LAUREL",H,REP,OR,5.0,C,C,2022-04-15,12292.62,9731.22,2561.4,0.0,House
Mike Erickson,Male,White,,,No,No,Oregon,Representative,6,Won,,Mike Erickson,REP,"ERICKSON, MIKE",H,REP,OR,6.0,C,O,2022-03-15,3957227.25,3953687.35,3539.9,2767350.0,House
Ron Noble,Male,White,,,No,No,Oregon,Representative,6,Lost,,Ron Noble,REP,"NOBLE, RON",H,REP,OR,6.0,C,O,2021-10-16,144542.52,144542.52,0.0,8363.01,House
Angela Plowhead,Female,Black,White,,No,No,Oregon,Representative,6,Lost,,Angela Plowhead,REP,"PLOWHEAD, ANGELA",H,REP,OR,6.0,C,O,2021-08-04,57041.26,57034.04,17.22,5179.26,House
David Russ,Male,White,,,No,No,Oregon,Representative,6,Lost,,David Russ,REP,"RUSS, DAVID HONORABLE",H,REP,OR,6.0,C,O,2020-12-02,10660.63,11024.0,-617.88,0.0,House
Amy L. Ryan Courser,Female,White,,,No,No,Oregon,Representative,6,Lost,,Amy Courser,REP,"COURSER, AMY RYAN",H,REP,OR,6.0,C,O,2019-08-29,106751.04,117137.88,84.05,43542.94,House
Brenda Bourn,Female,White,,,No,Yes,Idaho,Senator,,Lost,,Brenda Bourn,REP,"BOURN, BRENDA",S,REP,ID,0.0,C,C,2022-02-18,10962.23,8417.18,2545.05,0.0,Senate
Ramont Turnbull,Male,White,,,No,Yes,Idaho,Senator,,Lost,,Ramont Turnbull,REP,"TURNBULL, RAMONT",S,REP,ID,0.0,C,C,2022-03-23,30900.0,25786.66,5113.34,27000.0,Senate
Flint L. Christensen,Male,White,,,No,Yes,Idaho,Representative,2,Lost,,Flint Christensen,REP,"CHRISTENSEN, FLINT LANDEN",H,REP,ID,2.0,N,C,2022-01-14,0.0,0.0,0.0,0.0,House
Daniel Algiers Lucas Levy,Male,White,,,No,Yes,Idaho,Representative,2,Lost,,Daniel Levy,REP,"LEVY, DANIEL ALGIERS LUCAS",H,REP,ID,2.0,N,C,,0.0,0.0,0.0,0.0,House
Chris Porter,Male,Unknown,,,No,Yes,Idaho,Representative,2,Lost,,Chris Porter,REP,"PORTER, CHRIS",H,REP,ID,2.0,N,C,,0.0,0.0,0.0,0.0,House
Bryan Smith,Male,White,,,No,Yes,Idaho,Representative,2,Lost,,Bryan Smith,REP,"SMITH, BRYAN",H,REP,ID,2.0,C,C,2013-06-04,897464.59,884019.94,13444.65,500000.0,House
Benjamin E. Griffiths,Male,White,,,No,No,North Carolina,Senator,,Lost,,Benjamin Griffiths,REP,"GRIFFITHS, BENJAMIN",S,REP,NC,0.0,C,O,2021-03-17,5086.12,5086.12,0.0,0.0,Senate
Charles Kenneth Moss,Male,Unknown,,,No,No,North Carolina,Senator,,Lost,,Charles Moss,REP,"MOSS, CHARLES KENNETH",S,REP,NC,0.0,C,O,2021-10-25,6355.63,6355.63,0.0,0.0,Senate
Lichia Sibhatu,Female,Black (Eritrean),,,No,No,North Carolina,Senator,,Lost,,Lichia Sibhatu,REP,"SIBHATU, LICHIA WOLDEGABREAL",S,REP,NC,0.0,C,O,2021-07-23,8360.59,2879.45,0.0,0.0,Senate
Lee A. Brian,Female,White,,,No,No,North Carolina,Senator,,Lost,,Lee Brian,REP,"BRIAN, LEE ANDREA MS",S,REP,NC,0.0,N,O,2020-04-05,4019.44,4727.33,-650.94,1760.0,Senate
Leonard L. Bryant,Male,Black,,,No,No,North Carolina,Senator,,Lost,,Leonard Bryant,REP,"BRYANT, LEONARD L",S,REP,NC,0.0,C,O,2021-11-04,6627.26,4836.26,1791.0,2341.0,Senate
Brad Murphy,Male,White,,,No,No,North Carolina,Representative,1,Lost,,Brad Murphy,REP,"MURPHY, BRAD ALLEN",H,REP,NC,1.0,C,C,2021-12-03,195133.42,195133.42,0.0,0.0,House
Ernest Reeves,Male,Black,,,No,No,North Carolina,Representative,1,Lost,,Ernest Reeves,REP,"REEVES, ERNEST T",H,REP,NC,1.0,N,O,2016-04-06,0.0,0.0,0.0,0.0,House
Sandy Roberson,Male,White,,,No,No,North Carolina,Representative,1,Lost,,Sandy Roberson,REP,"ROBERSON, SANDY",H,REP,NC,1.0,C,C,2021-11-29,1183531.84,1178128.92,5507.92,1003000.0,House
Sandy Smith,Female,White,,,No,No,North Carolina,Representative,1,Won,,Sandy Smith,REP,"SMITH, SANDY",H,REP,NC,1.0,C,C,2019-02-21,2187047.47,2194826.5,12791.01,133435.0,House
Billy Strickland,Male,White,,,No,No,North Carolina,Representative,1,Lost,,Billy Strickland,REP,"STRICKLAND, BILLY JOEL II",H,REP,NC,1.0,C,C,2021-11-30,422382.0,419881.08,2500.92,282374.76,House
"Mahesh ""Max"" Ganorkar",Male,Asian (Indian),,,No,No,North Carolina,Representative,2,Lost,,Mahesh Ganorkar,REP,"GANORKAR, MAHESH",H,REP,NC,2.0,C,C,2021-11-12,21581.3,20666.91,541.94,0.0,House
Adina Safta,Female,White,,,No,No,North Carolina,Representative,2,Lost,,Adina Safta,REP,"SAFTA, ADINA",H,REP,NC,2.0,C,C,2021-09-28,55614.34,22154.04,33460.3,26065.01,House
Christine E. Villaverde,Female,White,,,No,No,North Carolina,Representative,2,Won,,Christine Villaverde,REP,"VILLAVERDE, CHRISTINE",H,REP,NC,2.0,C,C,2021-09-22,149375.48,138312.38,11063.1,60000.0,House
Eric Earhart,Male,White,,,No,Yes,North Carolina,Representative,3,Lost,,Eric Earhart,REP,"EARHART, ERIC JASON PASTOR",H,REP,NC,3.0,N,C,2022-03-10,0.0,0.0,0.0,0.0,House
Brian Michael Friend,Male,White,,,No,Yes,North Carolina,Representative,3,Lost,,Brian Friend,REP,"FRIEND, BRIAN M",H,REP,NC,3.0,N,C,2022-01-31,0.0,0.0,0.0,0.0,House
George J. Papastrat,Male,White,,,No,Yes,North Carolina,Representative,3,Lost,,George Papastrat,REP,"PAPASTRAT, GEORGE",H,REP,NC,3.0,N,C,2022-03-04,0.0,0.0,0.0,0.0,House
Courtney Geels,Female,White,,,No,No,North Carolina,Representative,4,Won,,Courtney Geels,REP,"GEELS, COURTNEY JOELE",H,REP,NC,4.0,C,O,2021-10-01,409981.2,409981.2,0.0,0.0,House
Robert Thomas,Male,White,,,No,No,North Carolina,Representative,4,Lost,,Robert Thomas,REP,"THOMAS, ROBERT",H,REP,NC,4.0,C,O,2022-03-29,5040.0,4801.1,964.08,32006.6,House
Virginia Foxx,Female,White,,,Yes,No,North Carolina,Representative,5,Won,,Virginia Foxx,REP,"FOXX, VIRGINIA ANN",H,REP,NC,5.0,C,I,2003-04-27,2208535.0,2036393.21,2513025.69,0.0,House
Michael Ackerman,Male,White,,,No,Yes,North Carolina,Representative,5,Lost,,Michael Ackerman,REP,"ACKERMAN, MICHAEL STEPHAN",H,REP,NC,5.0,C,C,2021-04-10,26785.71,27035.36,-249.65,8675.71,House
Mary Ann Contogiannis,Female,White,,,No,No,North Carolina,Representative,6,Lost,,Mary Contogiannis,REP,"CONTOGIANNIS, MARY ANN DR",H,REP,NC,6.0,C,C,2022-03-25,42075.0,33570.12,8504.88,25000.0,House
Laura Pichardo,Female,Latino,,,No,No,North Carolina,Representative,6,Lost,,Laura Pichardo,REP,"PICHARDO, LAURA",H,REP,NC,6.0,C,C,2022-05-09,5680.39,6583.16,0.0,0.0,House
"William ""Bill"" Schuch",Male,White,,,No,No,North Carolina,Representative,6,Lost,,William Schuch,REP,"SCHUCH, WILLIAM (BILL)",H,REP,NC,6.0,N,C,,2911.4,2898.8,498.6,0.0,House
Marvin Boguslawski,Male,Asian (Japanese),White,,No,No,North Carolina,Representative,6,Lost,,Marvin Boguslawski,REP,"BOGUSLAWSKI, MARVIN",H,REP,NC,6.0,C,C,2021-11-21,11047.0,11227.56,-1026.7,0.0,House
David Rouzer,Male,White,,,Yes,No,North Carolina,Representative,7,Won,,David Rouzer,REP,"ROUZER, DAVID CHESTON",H,REP,NC,7.0,C,I,2011-08-30,1496207.61,1308427.75,1616279.67,0.0,House
Richard Hudson,Male,White,,,Yes,No,North Carolina,Representative,9,Won,,Richard Hudson,REP,"HUDSON, RICHARD L. JR.",H,REP,NC,9.0,C,I,2011-10-25,3120527.33,1915482.68,1435963.06,0.0,House
Francisco Rios,Male,Latino (Puerto Rican),,,No,Yes,North Carolina,Representative,9,Lost,,Francisco Rios,REP,"RIOS, FRANCISCO",H,REP,NC,9.0,C,C,2021-04-15,52030.0,52670.37,-640.37,0.0,House
Jeff Gregory,Male,White,,,No,Yes,North Carolina,Representative,10,Lost,,Jeff Gregory,REP,"GREGORY, JEFF",H,REP,NC,10.0,N,C,2010-03-22,0.0,0.0,0.0,0.0,House
Michael Magnotta,Male,White,,,No,Yes,North Carolina,Representative,10,Lost,,Michael Magnotta,REP,"MAGNOTTA, MICHAEL",H,REP,NC,10.0,N,C,,0.0,0.0,0.0,0.0,House
Patrick McHenry,Male,White,,,Yes,No,North Carolina,Representative,10,Won,,Patrick Mchenry,REP,"MCHENRY, PATRICK TIMOTHY",H,REP,NC,10.0,C,I,2003-12-11,3911761.09,3495354.89,2123375.72,0.0,House
Gary Robinson,Male,White,,,No,Yes,North Carolina,Representative,10,Lost,,Gary Robinson,REP,"ROBINSON, GARY THOMAS",H,REP,NC,10.0,C,C,2022-03-05,297774.17,192907.87,95576.7,200000.0,House
Richard Speer,Male,White,,,No,Yes,North Carolina,Representative,10,Lost,,Richard Speer,REP,"SPEER, RICHARD J",H,REP,NC,10.0,C,C,2012-02-23,32835.0,29198.97,3636.03,30000.0,House
Chuck Edwards,Male,White,,,No,Yes,North Carolina,Representative,11,Won,,Chuck Edwards,REP,"EDWARDS, CHUCK",H,REP,NC,11.0,C,C,2021-12-02,1584205.79,1486312.92,97892.87,325500.0,House
Wendy Marie-Limbaugh Nevarez,Female,White,,,No,Yes,North Carolina,Representative,11,Lost,,Wendy Nevarez,REP,"NEVAREZ, WENDY MARIE-LIMBAUGH",H,REP,NC,11.0,C,C,2021-04-07,30050.0,30050.0,0.0,0.0,House
